movieId,title,genres,imdbId,tmdbId,overview
952,Around the World in 80 Days (1956),Adventure|Comedy,48960,2897,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days."
953,It's a Wonderful Life (1946),Drama|Fantasy|Romance,38650,1585,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin."
954,Mr. Smith Goes to Washington (1939),Drama,31679,3083,"After the death of a United States Senator, idealistic Jefferson Smith is appointed as his replacement in Washington. Soon, the naive and earnest new senator has to battle political corruption."
955,Bringing Up Baby (1938),Comedy|Romance,29947,900,"David Huxley is waiting to get a bone he needs for his museum collection. Through a series of strange circumstances, he meets Susan Vance, and the duo have a series of misadventures which include a leopard called Baby."
956,Penny Serenade (1941),Drama|Romance,34012,43795,"Julie and Roger are a love-struck married couple who desperately want to have a child. Tragedy after tragedy gets in their way, as the two attempt to rise above their troubles and fulfill their dreams of parenthood."
957,"Scarlet Letter, The (1926)",Drama,17350,85638,"In Puritan Boston, seamstress Hester Prynne and kindly Reverend Arthur Dimmesdale fall in love. After Dimmesdale must go away for a time to England, he returns to discover that Hester has given birth to their child and is the focus of local censure."
958,Lady of Burlesque (1943),Comedy|Mystery,36094,50001,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again."
959,Of Human Bondage (1934),Drama,25586,43905,A young man finds himself attracted to a cold and unfeeling waitress who may ultimately destroy them both.
960,Angel on My Shoulder (1946),Crime|Drama,38300,22688,The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.
961,Little Lord Fauntleroy (1936),Drama,27893,23114,"An American boy turns out to be the heir of a wealthy British earl. He is sent to live with the irritable and unsentimental aristocrat, his grandfather."
962,They Made Me a Criminal (I Became a Criminal) (They Made Me a Fugitive) (1939),Crime|Drama,32022,26378,"A boxer flees, believing he has committed a murder while he was drunk."
963,"Inspector General, The (1949)",Musical,41509,40206,"An illiterate stooge in a traveling medicine show wanders into a strange town and is picked up on a vagrancy charge. The town's corrupt officials mistake him for the inspector general whom they think is traveling in disguise. Fearing he will discover they've been pocketing tax money, they make several bungled attempts to kill him."
964,Angel and the Badman (1947),Romance|Western,39152,22356,"Notorious shootist and womanizer Quirt Evans' horse collapses as he passes a Quaker family's home. Quirt has been wounded, and the kindly family takes him in to nurse him back to health against the advice of others. The handsome Evans quickly attracts the affections of their beautiful daughter, Penelope. He develops an affection for the family and their faith, but his troubled past follows him."
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,26029,260,"Richard Hanney has a rude awakening when a glamorous female spy falls into his bed - with a knife in her back. Having a bit of trouble explaining it all to Scotland Yard, he heads for the hills of Scotland to try to clear his name by locating the spy ring known as The 39 Steps."
966,"Walk in the Sun, A (1945)",War,38235,43488,"In the 1943 invasion of Italy, one American platoon lands, digs in, then makes its way inland to attempt to take a fortified farmhouse, as tension and casualties mount."
967,"Outlaw, The (1943)",Western,36241,22613,"Newly appointed sheriff Pat Garrett is pleased when his old friend Doc Holliday arrives in Lincoln, New Mexico on the stage. Doc is trailing his stolen horse, and it is discovered in the possession of Billy the Kid. In a surprising turnaround, Billy and Doc become friends. This causes the friendship between Doc and Pat to cool. The odd relationship between Doc and Billy grows stranger when Doc hides Billy at his girl Rio's place after Billy is shot."
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,63350,10331,A ragtag group barricade themselves in an old Pennsylvania farmhouse to remain safe from a horde of flesh-eating ghouls ravaging the Northeast.
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,43265,488,"At the start of the First World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship."
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,46414,22733,A group of con artists stake their claim on a bogus uranium mine.
971,Cat on a Hot Tin Roof (1958),Drama,51459,261,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son."
972,"Last Time I Saw Paris, The (1954)",Drama,47162,57575,"Reporter Charles Wills, in Paris to cover the end of World War II, falls for the beautiful Helen Ellswirth following a brief flirtation with her sister, Marion. After he and Helen marry, Charles pursues his novelistic ambition while supporting his new bride with a deadening job at a newspaper wire service. But when an old investment suddenly makes the family wealthy, their marriage begins to unravel — until a sudden tragedy changes everything."
973,Meet John Doe (1941),Comedy|Drama,33891,32574,"As a parting shot, fired reporter Ann Mitchell prints a fake letter from unemployed ""John Doe,"" who threatens suicide in protest of social ills. The paper is forced to rehire Ann and hires John Willoughby to impersonate ""Doe."" Ann and her bosses cynically milk the story for all it's worth, until the made-up ""John Doe"" philosophy starts a whole political movement."
974,Algiers (1938),Drama|Romance,29855,22657,"Pepe Le Moko is a notorious thief, who escaped from France. Since his escape, Moko has become a resident and leader of the immense Casbah of Algiers. French officials arrive insisting on Pepe's capture are met with unfazed local detectives, led by Inspector Slimane, who are biding their time. Meanwhile, Pepe meets the beautiful Gaby, which arouses the jealousy of Ines."
975,Something to Sing About (1937),Comedy|Musical,29588,76464,James Cagney has a rare chance to show his song-and-dance-man roots in this low-budget tale of a New York bandleader struggling with a Hollywood studio boss.
976,"Farewell to Arms, A (1932)",Romance|War,22879,22649,"A tale of the World War I love affair, begun in Italy, between American ambulance driver Lt. Frederic Henry and British nurse Catherine Barkley. Eventually separated by Frederic's transfer, tremendous challenges and difficult decisions face each as the war rages on."
977,Moonlight Murder (1936),Mystery,27980,176841,"An escaped lunatic, a mysterious swami, and various lovers all have designs on a famous opera singer."
